permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,prcc_f,mkvalt,bkvlps,epspx,at,ni,btm,etm
85798,SB ONE BANCORP,1998-02-20,65884,6020,"Commercial Banks",5.17000007629395,1,2012-12-31,5.38,18.28124,11.8811,0.23,514.734,0.735,2.29808507247002,0.0444874268096477
86113,AVALON HOLDINGS CORP,1998-06-23,110802,4955,"Hazardous Waste Management",3.89000010490417,0,2012-12-31,3.8199,14.5270797,10.4804,-0.09,50.155,-0.326,2.69419015870648,-0.0231362461627021
86233,CENTRUS ENERGY CORP,1998-07-23,112759,2810,"Indl Inorganic Chemicals",0.544000029563904,1,2011-12-31,1.14,140.43774,6.1076,-4.48,3549.3,-540.7,11.2272052722058,-8.23529367009663
86916,URBAN ONE INC,1999-05-06,120301,4832,"Radio Broadcasting Stations",0.750999987125397,1,2012-12-31,0.76,38.09424,2.8689,-1.33,1460.195,-66.865,3.82010659012298,-1.77097206764389
87538,IPARTY CORP,2000-01-03,108778,5990,"Retail Stores, Nec",0.140000000596046,1,2001-12-31,0.69,10.43487,0.3509,-0.18,14.533,-2.436,2.50642856075752,-1.28571428024039
88372,URBAN ONE INC,2000-06-07,120301,4832,"Radio Broadcasting Stations",0.779900014400482,0,2012-12-31,0.76,38.09424,2.8689,-1.33,1460.195,-66.865,3.67854846394041,-1.70534680784996
88384,FIRST US BANCSHARES INC,2000-06-26,66597,6020,"Commercial Banks",5.13000011444092,1,2012-12-31,5.36,32.28864,11.3976,0.36,567.132,2.195,2.22175433640164,0.0701754370310055
88795,HUTCHINSON TECHNOLOGY INC,1985-08-15,5791,3679,"Electronic Components, Nec",1.94000005722046,1,2012-09-30,1.75,41.825,7.0222,-2.06,336.288,-48.642,3.61969061488641,-1.06185563878357
88970,SHORE BANCSHARES INC,2001-04-09,143153,6020,"Commercial Banks",5.19999980926514,0,2012-12-31,5.39,45.58323,13.483,-1.14,1185.807,-9.638,2.59288471049106,-0.219230777272106
89008,PHOENIX COMPANIES INC,2001-06-20,142462,6311,"Life Insurance",24.2299995422363,0,2012-12-31,24.73,140.961,88.386,-26.5,21629.8,-168.5,3.64779206231229,-1.09368553448822
89317,TRANSCONTINENTAL RLTY INVS,1986-09-10,3410,6512,"Operators-Nonres Bldgs",4.00010013580322,0,2012-12-31,4.34,36.51242,12.2784,-1.42,1045.344,-8.324,3.06952315770828,-0.354991113169937
92583,TRIO-TECH INTERNATIONAL,1984-12-07,10740,3559,"Special Industry Machy, Nec",1.54999995231628,0,2012-06-30,1.58,5.24876,5.6701,-0.94,38.05,-3.104,3.65812914479562,-0.606451631559916
