permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,prcc_f,mkvalt,bkvlps,epspx,at,ni,roe,dte,btm,etm
10383,CYTOGEN CORP,1986-06-18,12274,2835,"In Vitro,In Vivo Diagnostics",0.490099996328354,1,2006-12-31,2.33,68.98198,1.2721,-0.64,54.353,-15.103,-0.401014284955658,0.443178800913387,2.5955927556215,-1.30585595754875
10586,QUIPP INC,1986-08-18,12519,3559,"Special Industry Machy, Nec",3.15000009536743,1,2006-12-31,7.16,10.58248,6.1752,-2.26,16.062,-3.294,-0.360907198422264,0.759833461159198,1.96038089302969,-0.717460295738938
17137,BASSETT FURNITURE INDS,1972-12-14,2080,2511,"Wood Hshld Furn, Ex Upholsrd",9.10000038146973,0,2006-11-30,17.7,208.9308,18.2875,0.46,309.937,5.429,0.0251498614881454,0.435784236517099,2.00961530037281,0.0505494484304303
17523,SPARTON CORP,1929-03-28,9922,3679,"Electronic Components, Nec",5.25,1,2006-06-30,8.5,79.832,10.312,0.01,150.058,0.098,0.00101187403200826,0.549385647909138,1.96419047619048,0.0019047619047619
31078,COBRA ELECTRONICS CORP,1974-04-26,4128,3663,"Radio, TV Broadcast, Comm Eq",4.76000022888184,0,2006-12-31,9.56,61.49948,10.8455,-0.25,116.758,-1.63,-0.0233628115638751,0.673436626582006,2.27846627699589,-0.0525210058779192
44230,P & F INDUSTRIES  -CL A,1967-03-01,8229,3540,"Metalworking Machinery and Eq",5.30999994277954,1,2006-12-31,11,39.358,14.3994,1.06,90.317,3.881,0.0753285068224607,0.75301333436851,2.71175144165116,0.199623354316863
51984,MAX & ERMAS RESTAURANTS,1983-10-05,7132,5812,"Eating Places",2.05999994277954,1,2006-10-31,8.15,20.7988,5.1074,-0.18,72.355,-0.579,-0.0444222801902716,4.55125057541814,2.47932045721741,-0.0873786432038088
52708,LENNAR CORP,1971-06-23,6669,1531,"Operative Builders",17.5,1,2006-11-30,52.5,8303.19,36.049,3.76,12408.266,593.869,0.104162471769953,1.1666491854943,2.05994285714286,0.214857142857143
59483,YRC WORLDWIDE INC,1972-12-14,11649,4213,"Trucking, Except Local",17.3400001525879,1,2006-12-31,37.73,2158.04281,38.3333,4.82,5952.237,276.632,0.126169130085576,1.71475665994238,2.21068625505629,0.277970009087955
64565,COUNTRYWIDE FINANCIAL CORP,1979-03-12,3555,6162,"Mortgage Bankers and Loan Corr",8.75,1,2006-12-31,42.45,24840.9759,24.4673,4.42,199946.23,2674.846,0.186819022917274,12.9648261337634,2.79626285714286,0.505142857142857
65285,HOVNANIAN ENTRPRS INC  -CL A,1983-09-16,5750,1531,"Operative Builders",6.80999994277954,0,2006-10-31,30.85,1906.86935,29.156,2.21,5480.035,149.533,0.0769930227277525,1.75339917401372,4.2813509904524,0.324522763372884
68742,MERIDIAN RESOURCE CORP,1985-11-26,12046,1311,"Crude Petroleum and Natural Gs",1.86000001430511,1,2006-12-31,3.09,275.4426,3.5988,-0.84,467.895,-73.884,-0.230313874506308,0.458539200803,1.93483869479673,-0.451612899752488
74932,TECUMSEH PRODUCTS CO,1972-12-14,10386,3585,"Air-Cond, Heating, Refrig Eq",19.2999992370605,1,2006-12-31,16.9,312.312,43.2035,-7.03,1782.7,-80.3,-0.100576152304609,1.23284068136273,2.23852340455222,-0.364248719062162
75069,INCOME OPPORTUNITY RLTY INVS,1987-05-20,12956,6162,"Mortgage Bankers and Loan Corr",5.42500019073486,1,2006-12-31,6.65,27.7172,10.7579,0.04,108.911,0.172,0.00383594638595865,1.41544191440487,1.98302297175454,0.00737327163016775
75175,MBIA INC,1987-07-01,13561,6351,"Surety Insurance",18.7399997711182,0,2006-12-31,73.06,9851.0451,53.4301,6.12,39763.03,819.288,0.113722808773816,4.51938202067834,2.85112596865373,0.326574176880837
75342,MERITAGE HOMES CORP,1988-07-21,14790,1531,"Operative Builders",14.8500003814697,1,2006-12-31,47.72,1247.59168,38.511,8.52,2170.525,225.354,0.223824828769844,1.15579659764489,2.59333326671528,0.573737358999096
76322,ASHWORTH INC,1990-05-02,21519,2320,"Mens,Boys Frnsh, Work Clthng",2.64000010490417,0,2006-10-31,7.02,101.9304,7.4817,0.07,164.043,0.951,0.00875416536259366,0.510052101552,2.83397716011514,0.0265151504615341
