permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,prcc_f,mkvalt,bkvlps,epspx,at,ni,roe,dte,btm,etm
80112,CASCADE BANCORP,1994-01-21,29613,6020,"Commercial Banks",0.699999988079071,1,2008-12-31,6.75,189.594,4.8148,-4.82,2278.307,-134.566,-0.995023624841947,15.8465235619903,6.87828583142222,-6.8857144029773
80625,COMMUNITYONE BANCORP,1994-06-14,30328,6020,"Commercial Banks",1.35000002384186,0,2008-12-31,3.14,35.88392,12.9434,-5.24,2044.434,-59.809,-0.404341624018875,12.821494486773,9.58770353437875,-3.88148141293205
80633,HMN FINANCIAL INC,1994-06-30,30416,6035,"Savings Instn,Fed Chartered",4.1399998664856,0,2008-12-31,4.18,17.42224,20.6845,-2.78,1145.48,-10.127,-0.0902480104800692,9.20808640710078,4.99625619977588,-0.671497606196763
80837,PATRIOT NATIONAL BANCORP INC,1994-08-31,30647,6020,"Commercial Banks",1.49000000953674,1,2008-12-31,6.85,32.48955,12.3917,-1.5,913.359,-7.112,-0.121005886956818,14.5401878381597,8.31657712797783,-1.00671140295252
81148,CAMCO FINANCIAL CORP,1994-12-30,31276,6036,"Savings Instn, Not Fed Chart",1.54999995231628,1,2008-12-31,3.18,22.75608,10.0196,-2.14,1000.446,-15.324,-0.213723849372385,12.9532217573222,6.46425826338057,-1.38064520376406
83239,BBX CAPITAL CORP -OLD,1996-03-12,16681,6035,"Savings Instn,Fed Chartered",1.25,0,2008-12-31,5.8,65.1514,21.7189,-19.53,5814.557,-202.639,-0.830596635624344,22.8332773150577,17.37512,-15.624
83365,COST PLUS INC,1996-04-04,62590,5700,"Home Furniture and Equip Store",1.05999994277954,1,2009-01-31,0.96,21.20352,6.1669,-4.09,444.992,-102.668,-0.753753423048404,2.26697942133046,5.81783050273485,-3.85849077432511
83443,BERKSHIRE HATHAWAY,1996-05-09,2176,9997,"Industrial Conglomerates",3287,1,2008-12-31,96600,149633.4,70540.3486,3224,267399,4994,0.0457045585583937,1.40774433268965,21.4604041983572,0.980833586857317
83551,PACIFIC CAPITAL BANCORP,1996-05-13,23553,6020,"Commercial Banks",1.08000004291534,1,2008-12-31,16.88,786.89496,13.0382,-0.52,9574.291,-22.75,-0.0288545565466867,11.1433811452278,12.0724069276931,-0.481481462349129
83903,SUN BANCORP INC/NJ,1996-08-29,63538,6020,"Commercial Banks",3.99000000953674,0,2008-12-31,7.49,164.26319,16.3471,0.66,3622.126,14.894,0.04154440068283,9.10333381681859,4.09701753406712,0.165413533439222
84140,CENTRUE FINANCIAL CORP,1996-10-01,63687,6020,"Commercial Banks",2.41000008583069,1,2008-12-31,6.17,37.19276,18.7701,1.02,1401.881,6.39,0.055002754441537,11.06687267594,7.78842295913456,0.42323649944951
84578,COMMUNITY CAPITAL CORP,1997-02-11,61885,6020,"Commercial Banks",2.76999998092651,0,2008-12-31,7.29,32.56443,14.5415,0.54,790.6,2.409,0.0370860723247687,11.1711285927614,5.24963902531731,0.194945849717797
85047,TIB FINANCIAL CORP,1997-06-18,64930,6020,"Commercial Banks",0.680000007152557,1,2008-12-31,4.44,64.19352,5.8178,-1.49,1610.114,-20.93,-0.172812391631025,12.2942021566458,8.55558814530245,-2.19117644754042
85271,AMERICAN CAPITAL LTD,1997-08-29,65345,6797,"Business Development Company",2.52999997138977,1,2008-12-31,3.24,663.228,15.4128,-15.29,7910,-3115,-0.987321711568938,1.50713153724247,6.09201587916758,-6.04347832921158
85996,NORTH VALLEY BANCORP,1998-04-07,63814,6020,"Commercial Banks",2.09999990463257,0,2008-12-31,3.74,28.03504,10.3066,-0.24,879.551,-1.794,-0.0232208962178674,10.384594475653,4.90790498478775,-0.114285719475779
86113,AVALON HOLDINGS CORP,1998-06-23,110802,4955,"Hazardous Waste Management",2.15000009536743,1,2008-12-31,1.477,5.617031,10.5638,0.19,48.713,0.738,0.0183700901080301,0.212550405735053,4.91339513089402,0.08837208910334
86165,ACCESSITY CORP,1998-06-11,163595,2860,"Industrial Organic Chemicals",0.688000023365021,1,2008-12-31,0.44,25.41,3.6255,-3.02,616.834,-146.547,-0.699932656073133,1.74157126277027,5.26962191406275,-4.38953473464888
86299,UNITED COMMUNITY FINL CORP,1998-07-09,112410,6036,"Savings Instn, Not Fed Chart",1.42999994754791,1,2008-12-31,0.9,27.8082,7.6032,-1.26,2618.073,-35.279,-0.150172609748726,10.1443877355559,5.31692327194667,-0.881118913438132
86685,CITIZENS REPUBLIC BANCORP,1985-05-30,3071,6020,"Commercial Banks",0.685000002384186,1,2008-12-31,2.98,375.47106,10.3282,-4.3,13086.016,-393.052,-0.245454846342489,7.17201298178192,15.0776641810979,-6.27737224092493
