permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,filedate,prcc_f,mkvalt,bkvlps,epspx,at,ni,roe,dte,btm,etm
79066,NEW CONCEPT ENERGY INC,1993-03-25,11372,6512,"Operators-Nonres Bldgs",2.25,0,2010-12-31,2011-04-01,4.06,7.90482,9.3842,-0.01,24.067,-0.011,-0.000602046959662854,0.317224016200536,4.17075555555556,-0.00444444444444444
80274,SIGMATRON INTERNATIONAL INC,1994-02-09,29698,3672,"Printed Circuit Boards",3.29999995231628,1,2011-04-30,2011-07-13,5.29,20.44056,12.8737,0.52,102.867,1.978,0.0397635895786426,1.06792779028627,3.9011212684909,0.157575759852666
80517,CARROLLTON BANCORP/MD -OLD,1994-05-17,17694,6020,"Commercial Banks",2.79999995231628,1,2010-12-31,2011-02-04,4.31,11.08963,9.403,-0.58,386.491,-0.946,-0.0283275939511903,10.5733193591855,3.35821434290434,-0.207142860670479
81148,CAMCO FINANCIAL CORP,1994-12-30,31276,6036,"Savings Instn, Not Fed Chart",1.25,1,2010-12-31,2011-02-14,1.46,10.52076,6.3979,-2.02,814.966,-14.559,-0.315792898509858,16.6770709064486,5.11832,-1.616
82812,BROADWAY FINANCIAL CORP/DE,1996-01-09,61815,6035,"Savings Instn,Fed Chartered",1.55999994277954,1,2010-12-31,2011-03-15,2.43,4.23792,8.7775,0.44,483.93,1.915,0.0582775410833841,13.7270237370663,5.62660277048513,0.282051292396862
83934,FIRST M&F CORP,1996-09-04,63551,6020,"Commercial Banks",2.83999991416931,1,2010-12-31,2011-01-25,3.74,34.06018,9.9566,1.66,1603.964,4.011,0.0374632232755803,13.9812170176995,3.50584517637645,0.584507059918537
84215,COMMUNITY WEST BANCSHARES,1996-11-19,62646,6020,"Commercial Banks",1.48989999294281,1,2010-12-31,2011-03-25,3.6,21.2976,7.7826,0.18,667.604,2.091,0.0339216767788196,9.83034294799001,5.22357207655798,0.120813477986847
85077,STARTEK INC -OLD,1997-06-19,64942,7389,"Business Services, Nec",1.91999995708466,1,2010-12-31,2011-02-22,5.07,76.64319,6.6579,-1.3,132.755,-19.383,-0.192583981638797,0.31901596669548,3.46765632750815,-0.677083348467324
85728,EASTERN VA BANKSHARES INC,1998-01-02,66148,6020,"Commercial Banks",2.00999999046326,1,2010-12-31,2011-02-04,3.8272,22.9402368,11.2476,-2.05,1119.33,-10.759,-0.117690170425955,11.2440875976285,5.59582092207258,-1.01990050235151
86209,HASTINGS ENTERTAINMENT INC,1998-06-12,111532,5735,"Record and Tape Stores",1.60000002384186,1,2011-01-31,2011-03-21,5.54,48.44176,11.9769,0.19,229.683,1.705,0.0162805797987128,1.19318029906613,7.48556238845642,0.118749998230487
86299,UNITED COMMUNITY FINL CORP,1998-07-09,112410,6036,"Savings Instn, Not Fed Chart",1.26999998092651,1,2010-12-31,2011-03-25,1.34,41.45692,5.6906,-1.22,2197.298,-37.273,-0.211712249013093,11.480747493681,4.48078746886949,-0.960629935687059
86728,MANNATECH INC,1999-02-16,112968,2834,"Pharmaceutical Preparations",0.439999997615814,1,2010-12-31,2011-03-09,1.8,47.682,1.5508,-0.4,81.423,-10.616,-0.25842259006816,0.982059396299903,3.52454547364357,-0.909090914016913
86916,URBAN ONE INC,1999-05-06,120301,4832,"Radio Broadcasting Stations",0.949999988079071,1,2010-12-31,2011-03-08,1.12,60.91456,3.5731,-0.55,999.212,-28.633,-0.147338359019219,3.98405845575938,3.76115794193315,-0.578947375685885
87121,SALEM MEDIA GROUP INC,1999-07-01,121817,4832,"Radio Broadcasting Stations",2.5699999332428,1,2010-12-31,2011-03-10,3.17,76.82812,8.1038,0.08,574.486,1.932,0.00983686686625527,1.92502189364779,3.15322965389135,0.0311284054778386
87771,GENTIVA HEALTH SERVICES INC,2000-03-16,130200,8082,"Home Health Care Services",6.75,1,2010-12-31,2011-02-17,26.6,802.2028,21.0748,1.94,2120.128,52.155,0.0820596814847681,2.3315868805206,3.12219259259259,0.287407407407407
88372,URBAN ONE INC,2000-06-07,120301,4832,"Radio Broadcasting Stations",1,1,2010-12-31,2011-03-08,1.12,60.91456,3.5731,-0.55,999.212,-28.633,-0.147338359019219,3.98405845575938,3.5731,-0.55
88912,INDEPENDENT BANK CORP/MI,1985-09-04,16890,6020,"Commercial Banks",1.33000004291534,1,2010-12-31,2011-02-01,1.3,10.218,5.341,-4.09,2535.248,-16.709,-0.140311542175757,20.2893983289247,4.01578934410604,-3.07518787069719
89317,TRANSCONTINENTAL RLTY INVS,1986-09-10,3410,6512,"Operators-Nonres Bldgs",1.63989996910095,1,2010-12-31,2011-04-01,6.71,54.43823,18.0251,-9.53,1384.761,-67.196,-0.421984702143961,7.58364209547972,10.9915850598387,-5.81133006864112
90352,DYNEGY INC,2000-02-02,25495,1311,"Crude Petroleum and Natural Gs",2.76999998092651,1,2010-12-31,2011-03-08,5.62,680.35158,22.6832,-1.96,10013,-234,-0.0852148579752367,2.64639475600874,8.18888092281247,-0.707581232309041
