permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,filedate,prcc_f,mkvalt,bkvlps,epspx,at,ni,roe,dte,btm,etm
46181,EPOCH HOLDING CORP,1981-10-01,6213,6282,"Investment Advice",2.54999995231628,0,2000-06-30,2000-09-28,12.625,113.309375,9.795,0.73,104.735,6.641,0.0755431691502673,0.162791491297918,3.84117654241631,0.286274515157111
47619,KEY TRONIC CORP,1983-06-22,6416,3670,"Electronic Comp, Accessories",1.25999999046326,1,2000-06-30,2000-08-08,3,28.923,4.8337,-0.55,95.815,-5.333,-0.114437148620231,1.05602763829879,3.83626987030596,-0.436507939811796
61269,PARK OHIO HOLDINGS CORP,1972-12-14,8350,5072,"Hardware-Wholesale",3,1,2000-12-31,2001-03-09,4.875,51.168,14.4937,0.05,635.332,0.518,0.00340507211127618,3.17635381197166,4.83123333333333,0.0166666666666667
61567,HEXCEL CORP,1972-12-14,5608,2821,"Plastics,Resins,Elastomers",3.11999988555908,0,2000-12-31,2001-01-18,8.9375,331.58125,8.5094,1.47,1211.4,54.2,0.171681976560025,2.83718720304086,2.7273718949112,0.471153863435667
67491,EEX CORP,1985-04-23,13158,1311,"Crude Petroleum and Natural Gs",1.86000001430511,1,2000-12-31,2001-02-22,4.875,205.998,6.8109,-0.25,764.068,2.946,0.0101726168072624,1.6210821095231,3.66177416538598,-0.134408601116812
68145,SBE INC,1976-01-09,9311,3576,"Computer Communications Equipment",0.490599989891052,1,2000-10-31,2000-12-07,8.625,28.54875,4.1779,1.24,17.427,3.97,0.287077879817774,0.260177887048955,8.51589907477941,2.52751737780379
71538,BALDWIN TECHNOLOGY CO  -CL A,1987-01-16,12992,3555,"Printing Trades Machy, Equip",1.35000002384186,0,2000-06-30,2000-08-09,2.125,32.04075,4.667,0.31,160.035,4.836,0.0687234435617957,1.27422586650372,3.45703697598356,0.229629625574224
74836,TECHNICAL COMMUNICATIONS CP,1983-09-16,10364,3663,"Radio, TV Broadcast, Comm Eq",0.980000019073486,1,2000-09-30,2000-11-27,2.75,3.56675,5.6137,-1.35,8.403,-1.74,-0.238978162340338,0.15409971157808,5.72826519463471,-1.37755099359725
75580,MGC DIAGNOSTICS CORP,1988-08-05,14581,3845,"Electromedical Apparatus",0.720000028610229,1,2000-12-31,2001-04-02,0.625,2.17625,1.9655,-1.79,30.557,4.403,0.64333722969024,3.46478667445938,2.72986100263618,-2.48611101232194
76052,PERMA-PIPE INTERNATIONAL HOL,1989-12-14,19431,3490,"Misc Fabricated Metal Prods",3.11999988555908,1,2001-01-31,2001-05-02,2.53125,12.4588125,7.8828,0.23,104.785,1.126,0.0290213665300652,1.70071393592618,2.52653855421135,0.0737179514219071
77011,ZOOM TECHNOLOGIES INC -OLD,1990-09-27,23197,3661,"Tele and Telegraph Apparatus",1.22000002861023,1,2000-12-31,2001-02-08,3.3125,26.0395625,4.6746,-0.4,46.96,-3.077,-0.0837347266443519,0.277927449859852,3.83163925440649,-0.327868844770161
81614,WSI INDUSTRIES INC,1972-12-14,11302,3560,"General Industrial Mach and Eq",1.20000004768372,0,2000-08-31,2000-10-25,4,9.86,3.6288,0.26,23.432,0.639,0.0714365567356065,1.61956400223589,3.02399987983703,0.216666658057106
86976,CNO FINANCIAL GROUP INC,1985-11-14,12603,6321,"Accident and Health Insurance",4.13000011444092,1,2000-12-31,2001-02-20,13.1875,4290.131125,11.9502,-3.51,58589.2,-1191.2,-0.272311631309437,12.3936539868325,2.89351081570556,-0.849878911074837
87725,INSTEEL INDUSTRIES,1985-04-25,4498,3310,"Steel Wrk, RollandFinish Mill",0.610000014305115,1,2000-09-30,2000-10-13,4.0625,34.36875,9.1535,0.25,245.448,2.121,0.0273892999651339,2.16956572269787,15.0057373530184,0.409836055962702
90879,PACIFICARE HEALTH SYSTEMS,1985-05-23,12126,6324,"Hospital and Medical Svc Plans",16.1200008392334,1,2000-12-31,2001-02-06,15,501.81,59.89,4.59,5323.436,161.04,0.0803769290662621,1.6561480564595,3.71526035248322,0.284739439270295
