permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,filedate,prcc_f,mkvalt,bkvlps,epspx,at,ni,roe,dte,btm,etm
74932,TECUMSEH PRODUCTS CO,1972-12-14,10386,3585,"Air-Cond, Heating, Refrig Eq",19.9500007629395,1,2004-12-31,2005-02-03,47.8,883.344,55.1028,0.55,2062.8,10.1,0.00991849160365315,1.0257291564372,2.76204500715422,0.0275689212514577
75033,VOXX INTERNATIONAL CORP,1987-05-29,13354,3651,"Household Audio and Video Eq",13.8599996566772,1,2004-11-30,2005-02-14,14.95,329.6475,18.2171,0,543.338,77.2,0.19100070017096,0.343219846259281,1.31436511192291,0
77165,SANFILIPPO JOHN B&SON,1991-12-04,24755,2060,"Sugar and Confectionery Prods",12.9300003051758,1,2004-06-30,2004-08-19,26.72,282.13648,17.1759,2.35,245.119,22.63,0.124779444199382,0.351560432289369,1.32837583871708,0.181747868873546
77722,TECUMSEH PRODUCTS CO,1992-06-01,10386,3585,"Air-Cond, Heating, Refrig Eq",22.9599990844727,1,2004-12-31,2005-02-03,47.8,883.344,55.1028,0.55,2062.8,10.1,0.00991849160365315,1.0257291564372,2.39994783088928,0.0239547047879437
80159,TUFCO TECHNOLOGIES INC,1994-01-21,29616,2750,"Commercial Printing",5.65000009536743,0,2004-09-30,2004-12-16,7.89,36.15198,7.7368,0.34,46.983,1.962,0.055345557122708,0.325331452750353,1.36934510962992,0.0601769901347036
80553,MERIX CORP,1994-05-25,30247,3672,"Printed Circuit Boards",7.23000001907349,1,2005-05-31,2005-06-29,7.25,140.22225,10.2379,-0.14,253.941,-2.61,-0.0131810858992682,0.282459055305008,1.41603042503338,-0.0193637620512677
