permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,prcc_f,mkvalt,bkvlps,epspx,at,ni,roe,dte,btm,etm
82768,BLONDER TONGUE LABS INC,1995-12-14,61712,3663,"Radio, TV Broadcast, Comm Eq",1.12000000476837,1,2011-12-31,1.2175,7.5691975,3.4105,-0.07,25.871,-0.411,-0.0193840494269679,0.220157524878555,3.0450892727499,-0.0624999997339079
82839,PERFORMANCE TECHNOLOGIES INC,1996-01-25,61903,3576,"Computer Communications Equipment",0.79009997844696,1,2011-12-31,1.8082,20.0999512,2.859,-0.1,38.279,-1.163,-0.0365941914980649,0.204461785343444,3.61852939879801,-0.126566260888353
83875,INDUSTRIAL SERVICES AMER INC,1996-08-27,61925,4953,"Refuse Systems",2.23000001907349,1,2011-12-31,5.3,36.7873,5.4112,-0.56,80.97,-3.881,-0.103330759604888,1.15580819510637,2.42654706444721,-0.251121074085312
84746,MEADE INSTRUMENTS CORP,1997-04-09,64595,3827,"Optical Instruments and Lenses",1.67999994754791,1,2012-02-29,3.4,3.9678,8.7266,-1.22,13.393,-1.421,-0.139532600157109,0.315102120974077,5.19440492408178,-0.72619049886322
85724,PERDOCEO EDUCATION CORP,1998-01-29,66379,8200,"Educational Services",3.30999994277954,0,2011-12-31,7.97,586.76734,10.9491,-0.06,1316.12,18.573,0.0230408229343833,0.632718886577322,3.30788525355852,-0.0181268885308849
85728,EASTERN VA BANKSHARES INC,1998-01-02,66148,6020,"Commercial Banks",5,1,2011-12-31,2.01,12.11025,11.8046,0.05,1063.034,1.777,0.0186810760804432,10.1753624254912,2.36092,0.01
86113,AVALON HOLDINGS CORP,1998-06-23,110802,4955,"Hazardous Waste Management",3.89000010490417,0,2011-12-31,2.898,11.021094,10.5049,0.2,53.367,0.776,0.019424280350438,0.335844806007509,2.70048835905077,0.0514138803615603
86122,ENGLOBAL CORP,1998-06-16,61971,8711,"Engineering Services",0.589999973773956,0,2011-12-31,2.11,56.59442,2.181,-0.16,104.179,-7.076,-0.120957264957265,0.780837606837607,3.69661033380926,-0.271186452732454
86209,HASTINGS ENTERTAINMENT INC,1998-06-12,111532,5735,"Record and Tape Stores",2.16000008583069,1,2012-01-31,1.62,13.43304,10.3784,-2.05,225.474,-17.579,-0.204269213786051,1.62002370494318,4.80481462388863,-0.94907403636126
86233,CENTRUS ENERGY CORP,1998-07-23,112759,2810,"Indl Inorganic Chemicals",0.544000029563904,1,2011-12-31,1.14,140.43774,6.1076,-4.48,3549.3,-540.7,-0.718633705475811,3.71730462519936,11.2272052722058,-8.23529367009663
86916,URBAN ONE INC,1999-05-06,120301,4832,"Radio Broadcasting Stations",0.750999987125397,0,2011-12-31,1,50.124,4.1005,0.06,1486.482,2.889,0.0140560001946141,5.13557788211254,5.46005335592013,0.0798934767358146
87131,KNIGHT CAPITAL GROUP INC,1998-07-08,112366,6211,"Security Brokers and Dealers",3.49000000953674,1,2011-12-31,11.82,1142.3439,15.1278,1.26,7152.951,115.237,0.0788201296147467,3.89249568235837,4.33461316867104,0.361031517638091
87337,PLUG POWER INC,1999-10-29,125604,3674,"Semiconductor,Related Device",0.540000021457672,0,2011-12-31,2.04,46.42836,1.2758,-1.46,55.656,-27.454,-0.945515911282546,0.916792946686872,2.3625924987116,-2.70370359626818
87499,MAXYGEN INC,1999-12-16,127481,2836,"Biological Pds, Ex Diagnstics",2.4300000667572,1,2011-12-31,5.63,154.25637,5.8665,-0.22,164.633,51.437,0.32001119855663,0.0229508196721311,2.41419746454113,-0.0905349769366825
87604,INVENTERGY GLOBAL INC,2000-02-04,129469,4899,"Communications Services, Nec",0.699999988079071,1,2011-07-31,1.66,4.75424,1.7559,-0.44,13.651,-1.38,-0.274408431099622,1.5981308411215,2.50842861414686,-0.628571439275936
88372,URBAN ONE INC,2000-06-07,120301,4832,"Radio Broadcasting Stations",0.779900014400482,1,2011-12-31,1,50.124,4.1005,0.06,1486.482,2.889,0.0140560001946141,5.13557788211254,5.25772525232238,0.0769329386999982
88795,HUTCHINSON TECHNOLOGY INC,1985-08-15,5791,3679,"Electronic Components, Nec",1.94000005722046,1,2011-09-30,1.96,45.83852,8.8221,-2.38,401.005,-55.565,-0.269312046219017,0.943588177702814,4.547474092676,-1.22680408752665
88807,INSEEGO CORP,2000-11-16,141178,3661,"Tele and Telegraph Apparatus",1.29999995231628,1,2011-12-31,3.13,100.98006,5.1461,-0.78,249.179,-24.892,-0.149929227525975,0.500852281282939,3.9585386067368,-0.600000022007872
89317,TRANSCONTINENTAL RLTY INVS,1986-09-10,3410,6512,"Operators-Nonres Bldgs",4.00010013580322,1,2011-12-31,1.6399,13.7964787,13.4,-6.67,1160.324,-46.321,-0.36840472744047,8.10472903112921,3.34991613836419,-1.66745825693203
92583,TRIO-TECH INTERNATIONAL,1984-12-07,10740,3559,"Special Industry Machy, Nec",1.54999995231628,1,2011-06-30,3.29,10.92938,6.6249,-0.21,36.356,-0.688,-0.0312613595056343,0.517039258451472,4.27412916374605,-0.135483875135726
