permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,prcc_f,mkvalt,bkvlps,epspx,at,ni,roe,dte,btm,etm
81588,TAITRON COMPONENTS  -CL A,1995-04-19,31738,5065,"Electronic Parts,Eq-Whsl,Nec",1.02999997138977,1,2013-12-31,1.05,5.817,3.0249,-0.17,19.233,-0.933,-0.0556749015395632,0.140589569160998,2.93679619808001,-0.165048548273861
81925,GRAFTECH INTERNATIONAL LTD,1995-08-10,61153,3620,"Electrical Indl Apparatus",4.82999992370605,1,2013-12-31,11.23,1521.67623,9.7472,-0.2,2217.848,-27.259,-0.0206390464804441,0.679235040117388,2.01805386210462,-0.0414078681488964
82196,DENBURY INC,1995-08-25,20653,1311,"Crude Petroleum and Natural Gs",8.13000011444092,1,2013-12-31,16.43,5955.95715,14.6244,1.12,11788.737,409.597,0.0772619565451128,1.22370009012703,1.79881916287103,0.137761375674596
82530,COLLABRX INC,1995-10-19,61435,7370,"Cmp Programming, Data Process",0.648999989032745,0,2013-03-31,3.11,6.07383,2.9206,-2.14,6.982,-3.928,-0.688639551192146,0.224053295932679,4.50015415925168,-3.29738064123762
84342,MONSTER WORLDWIDE INC,1996-12-13,64156,7370,"Cmp Programming, Data Process",4.65999984741211,1,2013-12-31,7.13,658.61236,8.5488,0.03,1586.257,-0.482,-0.000610380778830678,0.939773652571767,1.83450649783766,0.00643776845114281
84776,GENERAL CABLE CORP/DE,1997-05-16,25405,3350,"Rolling and Draw Nonfer Metal",14.960000038147,1,2013-12-31,29.41,1458.70659,25.811,-0.37,4578.9,-17.8,-0.0139040774878925,2.48562724574285,1.72533422019944,-0.0247326202577891
85757,AEROCENTURY CORP,1998-01-16,66301,7359,"Equip Rental and Leasing, Nec",8.64999961853027,1,2013-12-31,17.18,26.50874,31.8192,2.08,164.065,3.218,0.0655437195755341,2.34165020266004,3.67852039343863,0.24046243835019
86113,AVALON HOLDINGS CORP,1998-06-23,110802,4955,"Hazardous Waste Management",2.6800000667572,0,2013-12-31,5.2,19.7756,10.6285,0.12,55.579,0.438,0.0108362196932212,0.299579416130628,3.96585811016807,0.0447761182876387
87471,TENGASCO INC,1999-12-21,62204,1311,"Crude Petroleum and Natural Gs",0.270000010728836,0,2013-12-31,0.39,23.72838,0.5412,0.05,39.712,2.819,0.0856188306757783,0.206135155656796,2.00444436479498,0.185185177826587
87508,NETSOL TECHNOLOGIES INC,1999-12-23,107446,7372,"Prepackaged Software",4.22989988327026,1,2013-06-30,10.06,89.56418,8.1041,0.96,102.704,7.863,0.108979778520048,0.184086152652077,1.91590823037033,0.226955726256527
87604,INVENTERGY GLOBAL INC,2000-02-04,129469,4899,"Communications Services, Nec",0.589999973773956,1,2013-07-31,0.89,2.56142,1.9409,0,13.115,0.068,0.0121732903687791,1.20694593626924,3.28966116317762,0
88287,DELTA APPAREL INC,2000-06-30,137432,2300,"Apparel and Other Finished Pds",10.3999996185303,1,2013-06-30,14.1,111.7143,17.8046,1.12,311.91,9.184,0.0651042774304226,1.21109268002212,1.71198083202585,0.107692311642438
88991,PEABODY ENERGY CORP,2001-05-23,142460,1220,"Bituminous Coal, Lignite Mng",7.80000019073486,0,2013-12-31,19.53,5275.053,14.4713,-1.12,14133.4,-524.9,-0.134290173203367,2.60585360861668,1.855294826427,-0.143589740078517
89317,TRANSCONTINENTAL RLTY INVS,1986-09-10,3410,6512,"Operators-Nonres Bldgs",10.3149995803833,0,2013-12-31,9.4399,79.4178787,19.1102,-0.4,897.671,58.53,0.336816785019623,4.06332938184078,1.85266124841567,-0.0387784795222586
89424,SEVERN BANCORP INC,2002-06-24,147792,6035,"Savings Instn,Fed Chartered",4.51000022888184,1,2013-12-31,4.74,47.71758,8.2214,-2.64,799.603,-25.165,-0.304038951781464,8.6606579758122,1.82292673675503,-0.585365823951307
92583,TRIO-TECH INTERNATIONAL,1984-12-07,10740,3559,"Special Industry Machy, Nec",2.9300000667572,0,2013-06-30,2.8,9.3016,5.6096,-0.2,36.044,-1.019,-0.0546820499060907,0.82844110544674,1.91453920552584,-0.0682593841103053
